country,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,35,10k,0,0,0,16,0,0,0,0,0,71,0,0,0,0,0,130,0,4,0,180,37,0,38,44,0,3330,11,9,16,2,0,29,7,0,198,30,0,71,17,9,27,2,2,0,22,4,0,20,,
Netherlands,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,1,0,2,0,0,0,0,4,965,0,0,1000,7,0,0,0,0,1,2,0,0,0,0,3,400,400,0,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,10,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0,150,0,0,80,0,276,0,371,0,105,0,0,125,150,0,130,0,100,750,92,207,200,46,23,188,912,49,30,57,56,1080,0,320,808,20,310,202,144,144,532,287,185,69,157,214,115,145,150,182,132,195,573,9030,174,198,65,147,448,251,
New Zealand,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,17,0,256,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,4,0,0,0,0,0,0,182,3,0,0,1,2,0,0,21,0,1,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,76,0,0,16,14,0,0,0,0,2,3,6,6,3,13,
Pakistan,,,,,,,,,,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60k,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,2900,0,0,111,346,12,270,75,0,148,0,0,0,0,450,10k,0,32,0,0,0,0,100,474,4700,14,338,848,393,83,93,394,68,158,43,5,11,0,282,20,40,872,1540,682,352,1060,187,362,1030,446,24,257,203,529,29,74.2k,513,911,249,102,2190,511,671,730,410,1890,409,215,240,361,630,54,22
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,0,0,48,0,0,7,0,0,0,0,19,0,0,0,0,0,1,0,2,0,30,0,0,42,12,0,0,1,0,0,3,1,1,0,5,2,16,3,11,2,28,0,15,0,6,0,9,0,7,7,0,0,94,1,
Peru,,,,,,,,,,,,,,150,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,179,5000,30,200,0,0,1400,233,0,0,213,0,0,9,0,0,0,0,28,0,63,0,2100,0,0,60,120,25,11,150,66.8k,850,12,500,398,0,0,21,2,13,77,158,535,623,7,150,118,268,118,38,294,89,0,86,85,20,21,818,45,115,33,186,82,361,101,5,0,677,40,577,497,109,288,69,554,30,7,200,2,78,30,23,0
Philippines,,,,,,240,0,0,0,0,0,1340,0,0,0,0,0,0,100,0,0,0,0,0,0,17,0,0,0,0,0,0,147,0,85,0,517,232,305,0,73,0,0,0,0,0,260,0,72,1000,84,1310,1010,0,13,544,129,89,0,29,703,0,197,1,636,392,18,107,353,11,3820,246,1090,363,297,39,6410,129,692,62,264,1550,596,158,2680,567,179,1090,842,521,3330,6790,180,671,418,1730,83,67,604,370,747,630,320,350,1920,39,2980,129,959,1310,376,1930,2390,7750,331,201,87,233,313,180,202,500,0
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,13,0,0,0,66,0,0,0,1,76,0,0,200,0,68,5,0,42,92,2180,2,2,0,41,13,0,2,16,172,10,19,0,0,65,0,0,24,0,0,181,12,42,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,105,73,157,84,297,192,0,0,193,0,19,84,307,219,26,274,29,78,78,23,6,9,4,3,4,
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,0,0,0,0,6,0,68,116,0,50,42,46,124,3,0,24,193,278,610,0,0,20,74,147,51,0,33,552,0,234,5,22,0,
Portugal,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,462,0,2,0,0,0,11,0,0,0,0,0,23,0,30,0,19,0,14,15,0,0,0,0,0,0,0,0,0,10,29,0,0,4,6,1,2710,2,477,41,0,2,0,46,0,0,10,1,1,4,109,2,2,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,12,8,0,0,0,0,0,0,8,4,0,12,0,5,0,0,14,0,0,0,40,0,10,
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,
Romania,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,6,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,60,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,9,108,0,3,2,2,16,32,111,34,29,17,19,3,49,163,77,80,48,22,78,0,86,9,17,1,3,9,2,4,3,1,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,478,111,2380,23,38,94,175,284,798,572,3,36,147,0,2,13,0,55.8k,1,415,4,6,31,0,16,10,59,0,14,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,237,0,0,0,0,0,0,0,0,0,0,0,12,114,0,0,0,24,30,36,0,21,14,5,0,0,2,117,3,76,28,111,0,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,5,63,0,0,0,161,24,11,19,39,0,23,24,4,0,20,3,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,150k,0,0,0,0,96,0,0,0,0,24,8,0,152,8,150,38,0,3,33,20,0,5,27,150,0,20,36,20,35,76,39,36,171,25,46,78,155,52,
Senegal,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,28,8,2,0,0,8,1,6,2,0,19,8,0,0,5,0,0,6,7,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0,0,0,0,200,0,52,0,2,0,0,0,0,0,0,101,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,21,2,0,0,10,47,9,0,0,0,0,28,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0,10,20,0,0,0,103,16,21,0,0,0,10,0,1100,0,7,0,0,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,1100,0,55,10,0,0,2,22,0,8,12,4,475,7,3,1160,1,0,0,120,1,2,30,275,17,35,0,0,0,13,0,10,4,1,75,5,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,50,0,0,0,0,0,0,0,0,19k,0,0,0,0,0,0,0,5,0,0,0,0,0,600,0,34,0,0,0,0,130,20,3,2310,0,21,0,0,0,1,298,14,102,25,0,0,20k,0,31,169,0,0,9,0,58,23,41,25,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,0,25,0,56,0,0,6,0,0,0,0,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,47,99,0,0,0,0,0,53,0,7,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,54,2,6,1,0,0,3,1,1,1,0,0,126,0,5,1,0,0,0,0,0,1,1,1,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,289,1,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,80,0,5,0,6,0,0,0,0,0,0,0,0,13,0,0,0,2,3,1,1
Chad,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3000,0,0,0,0,0,0,0,54,0,0,39,0,0,0,2,0,0,0,0,0,100,0,0,0,0,52,29,0,6,24,0,20,0,0,0,0,0,0,52,3,32,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,6,0,22,0,0,0,0,0,0,0,0,0,11,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,0,0,0,6,0,0,0,0,0,0,0,0,239,0,0,146,0,57,55,0,50,17,18,42,24,664,458,36,55,6,45,130,258,100,212,0,22,109,222,190,9,8380,86,280,53,39,15,258,896,0,84,93,3,35,150,0,26,44,16,
Tajikistan,,,,,,,,,,,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,5,0,0,0,40,62,27,0,1,35,7,0,24,25,49,0,21,75,0,3,0,20,12,4,13,6,4,2,24,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,41,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,40,0,49,0,0,0,0,540,0,0,0,111,0,0,0,0,0,0,0,0,117,0,0,0,23,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,17,0,0,0,0,0,0,0,0,13,0,6,3,
Turkey,140,0,0,6260,0,0,0,0,0,0,0,0,923,0,4000,0,0,0,0,0,0,0,0,0,110,203,0,0,50,0,0,0,0,0,120,540,0,0,149,33k,53,445,3030,5140,4010,600,852,0,332,320,20,54,217,1240,0,0,138,152,0,0,0,0,0,0,23,0,2430,280,171,53,1090,935,30,0,33,2390,3910,30,0,0,115,10,0,1350,6,13,15,30,77,0,69,43,914,135,30,231,0,0,239,18k,16,50,86,186,85,43,59,19,2,62,64,655,13,7,0,17,0,0,24,19,233,79,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taiwan,,,,,148,0,1270,0,0,9,60,1000,0,0,0,0,181,54,0,0,0,0,5,0,1000,0,0,0,0,0,4,0,0,0,0,6020,10,0,0,0,0,319,0,0,0,0,58,0,0,0,0,185,0,67,0,0,0,0,31,1060,199,106,107,15,107,55,36,69,0,269,0,0,0,0,0,0,0,106,0,0,0,26,0,82,31,0,92,61,0,13,5,33,8,0,45,0,65,54,16,2270,103,195,12,3,79,33,8,18,54,630,34,0,20,10,0,9,212,6,91,2,1,18,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,40,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,189,0,0,54,35,3,0,83,61,0,37,18,11,0,10,3,0,0,73,38,0,37,10,0,31,59,33,7,15,47,43,1,0
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,120,0,115,0,12,96,25,0,0,3,33,49,0,388,50,18,13,0,0,19,17,51,215,35,5,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0,0,0,11,18,0,10,9,0,0,0,801,2,0,43,27,6,0,195,2,0,0,40,37,0,0,19,1,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,0,2,0,0,7,0,2,0,1,4,0,0,0,0,2,8,0,0,0,0,,
United States,6000,0,0,348,0,0,998,0,0,463,30,0,0,732,0,531,0,0,1030,500,224,0,0,0,0,765,268,333,1840,0,0,0,372,156,0,408,1850,137,800,0,59,0,0,0,511,196,198,308,97,95,305,110,293,468,223,546,243,469,139,99,111,146,158,379,423,577,552,275,159,830,37,223,903,128,352,102,139,231,242,186,1400,60,514,332,545,375,62,239,27,259,211,132,98,442,275,879,360,252,366,485,162,153,230,231,219,1970,326,333,303,145,138,809,318,212,205,328,269,336,290,152,253,786,0
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,8,
St. Vincent and the Grenadines,,,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,38,3,136,77,0,0,0,0,100,44,0,0,83,0,30k,15,0,4,1,40,97,0,0,8,0,49,17,0,0,0,0,0,0,2,6,3,46,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,56,0,0,0,0,0,0,0,7400,0,31,0,0,0,237,112,0,100,0,0,0,0,74,0,402,0,70,734,188,891,600,123,157,959,184,492,287,270,361,269,1010,3690,413,799,592,392,147,128,189,308,579,326,411,356,221,138,72,215,38,52,162,284,134,59,310,27,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,48,1,0,0,0,2,4,0,0,0,0,0,44,0,2,0,0,2,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,5,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,148,0,0,12,0,0,0,0,0,0,0,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,52,0,0,0,0,0,0,1510,0,0,0,0,0,0,38,0,10,0,31,0,0,345,0,70,0,0,63,53,15,0,87,30,99,90,11,22,0,0,40,0,26,40,50,49,26,65,24,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,9,0,0,0,0,26,0,0,4,26,0,0,104,0,10,64,0,0,506,25,0,12,5,0,19,2,207,98,15,43,57,94,50,42,1,0,2,12,48,50,33,40,46,13,3,33,0,24,32,0,102,13,41,0
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0,0,14,4,31,9,0,0,0,0,0,0,0,0,4,3,0,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,70,13,0,10,0,0,0,27,0,0,0,0,0,125,14,10,31,251,0,654,0,3,0
